thang|kdjendok|kdsatker|kddept|kdunit|kdprogram|kdgiat|kdoutput|kdlokasi|kdkabkota|kddekon|kdsoutput|kdkmpnen|kdskmpnen|kdakun|kdkppn|kdbeban|header1|header2|kdheader|noitem|nmitem|vol1|sat1|vol2|sat2|vol3|sat3|vol4|sat4|volkeg|satkeg|hargasat|jumlah|rphblokir
2026|01|451547|015|08|WA|4715|EBA|03|51|2|001|100| A|521811|026|A||||1|ATK  Alat Tulis Kantor dan Supplies Komputer|1|TAHUN|0||0||0||1.0|TAHUN|18242000|18242000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|001|100| B|524113|026|A||||1|Transport Penilai|1|ORANG|1|KALI|0||0||1.0|OK|44000|44000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|002|100| A|524111|026|A||||1|Uang Harian|2|ORG|3|KALI|1|HARI|0||6.0|OH|296000|1776000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|002|100| A|524111|026|A||||2|Transport|1|ORG|1|KALI|0||0||1.0|KALI|150000|150000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A||||1|Keperluan seharihari perkantoran|1|TAHUN|0||0||0||1.0|TAHUN|60870000|60870000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A||||2|Jamuan Tamu|0||0||0||0||1.0|TAHUN|13000000|13000000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A|01||1|3|Honorarium PPNPN 10 Orang|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A|01|||4|Honor Satpam|4|ORG|13|BULAN|0||0||52.0|OB|3702000|192504000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A|01|||5|Honor Pengemudi|1|ORG|13|BULAN|0||0||13.0|OB|3702000|48126000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A|01|||6|Honor Pramubakti|5|ORG|13|BULAN|0||0||65.0|OB|3702000|240630000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A|01|||7|Dokter|1|ORG|12|BULAN|0||0||12.0|OB|1250000|15000000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A|01|||8|Uang Lembur PPNPN|10|ORG|2|JAM|90|HARI|0||1800.0|OJ|13000|23400000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521111|026|A|01|||9|Uang Makan Lembur PPNPN|10|ORG|60|HARI|0||0||600.0|OH|30000|18000000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| A|521811|026|A||||1|Obatobatan|28|PEG|0||0||0||28.0|PEG|299000|8372000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| B|521114|026|A||||1|PosPengepakanPengirimanPengangkutan|1|TAHUN|0||0||0||1.0|TAHUN|731000|731000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| B|522112|026|A||||1|Langganan Telepon|1|TAHUN|0||0||0||1.0|TAHUN|59000|59000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521113|026|A||||1|Penambah Daya Tahan Tubuh Akhir Tahun|27|PEG|15|HARI|0||0||405.0|OH|14440|5848000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|01||1|1|Honor Pengelola Keuangan|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|01|||2|KPA|1|ORG|12|BULAN|0||0||12.0|OB|1180000|14160000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|01|||3|PPK|1|ORG|12|BULAN|0||0||12.0|OB|1150000|13800000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|01|||4|PPSPM|1|ORG|12|BULAN|0||0||12.0|OB|470000|5640000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|01|||5|Bendahara Pengeluaran|1|ORG|12|BULAN|0||0||12.0|OB|410000|4920000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|01|||6|Staff Pengelola Keuangan|1|ORG|12|BULAN|0||0||12.0|OB|300000|3600000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|02||1|7|Honor Tim SAI|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|02|||8|Penanggung Jawab|1|ORG|12|BULAN|0||0||12.0|OB|200000|2400000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|02|||9|Koordinator|1|ORG|12|BULAN|0||0||12.0|OB|200000|2400000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|02|||10|Ketua  Wakil Ketua|1|ORG|12|BULAN|0||0||12.0|OB|150000|1800000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|02|||11|Anggota|1|ORG|12|BULAN|0||0||12.0|OB|150000|1800000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|03||1|12|Honor Pengelola Keuangan BA BUN Dana Desa dan DAK Fisik|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|03|||13|KPA DFDD|1|ORG|12|BULAN|0||0||12.0|OB|1250000|15000000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|03|||14|PPK DFDD|1|ORG|12|BULAN|0||0||12.0|OB|1210000|14520000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|03|||15|PPSPM DFDD|1|ORG|12|BULAN|0||0||12.0|OB|480000|5760000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|03|||16|Staff Pengelola Keuangan  Operator DFDD|2|ORG|12|BULAN|0||0||24.0|OB|310000|7440000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|04||1|17|Honor Output Kegiatan|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|04|||18|Honor Pejabat PBJ|1|ORG|12|BULAN|0||0||12.0|OB|680000|8160000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521115|026|A|04|||19|Honor Penyimpan dan Pengurus BMN|1|ORG|12|BULAN|0||0||12.0|OB|180000|2160000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521119|026|A|01||1|1|Pengadaan Seragam|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521119|026|A|01|||2|Seragam Pegawai|28|PEG|1|STEL|0||0||28.0|STEL|572000|16016000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521119|026|A|01|||3|Seragam Satpam|4|ORG|1|STEL|0||0||4.0|STEL|816500|3266000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521119|026|A|01|||4|Seragam Pengemudi|1|ORG|1|STEL|0||0||1.0|STEL|558000|558000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| C|521119|026|A|01|||5|Seragam Pramubakti|5|ORG|1|STEL|0||0||5.0|STEL|555600|2778000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| D|523121|026|A||||1|Kendaraan Roda 4|3|UNIT|0||0||0||3.0|UNIT|22126000|66378000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| D|523121|026|A||||2|Kendaraan Roda 2|2|UNIT|0||0||0||2.0|UNIT|800000|1600000|0
