thang|kdjendok|kdsatker|kddept|kdunit|kdprogram|kdgiat|kdoutput|kdlokasi|kdkabkota|kddekon|kdsoutput|kdkmpnen|kdskmpnen|kdakun|kdkppn|kdbeban|kdjnsban|kdctarik|register|carahitung|prosenphln|prosenrkp|prosenrmp|kppnrkp|kppnrmp|kppnphln|regdam|kdluncuran|kdblokir|uraiblokir|kdib
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| A|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| C|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| D|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| D|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| E|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| E|522151|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| E|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| F|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| F|522151|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| F|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| F|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| G|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| H|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6213|FAL|32|52|2|003|100| H|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6215|FAH|32|52|2|003|100| A|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6215|FAH|32|52|2|003|100| A|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6215|FAH|32|52|2|003|100| B|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6215|FAH|32|52|2|001|100| A|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6215|FAH|32|52|2|001|100| A|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6215|FAH|32|52|2|001|100| B|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6216|FAE|32|52|2|002|100| A|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|CD|6216|FAE|32|52|2|002|100| A|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|001|100| A|521811|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|001|100| A|522151|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|001|100| B|522151|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|001|100| B|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| A|521111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| A|521119|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| A|521811|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| B|521114|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| B|522111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| B|522113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| C|521115|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| C|521119|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| D|523121|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| G|523111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002| G|523119|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|994|002|TJ|523121|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|002|100| A|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBA|32|52|2|002|100| A|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBD|32|52|2|Z36|100| A|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBD|32|52|2|Z26|100| A|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBD|32|52|2|Z26|100| A|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4715|EBD|32|52|2|Z26|100| A|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4718|BMB|32|52|2|002|100| A|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4718|BMB|32|52|2|002|100| A|521219|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4718|BMB|32|52|2|001|100| A|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|003|100| A|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|003|100| A|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|003|100| B|521211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|994|001| A|511129|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|994|001| A|512211|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|005|100| A|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|005|100| A|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|005|100| B|524111|009|A|0|0| |0|0|0|0| | | | ||00||0
2026|01|325237|015|08|WA|4719|EBA|32|52|2|005|100| B|524113|009|A|0|0| |0|0|0|0| | | | ||00||0
