thang|kdjendok|kdsatker|kddept|kdunit|kdprogram|kdgiat|kdoutput|kdlokasi|kdkabkota|kddekon|kdsoutput|kdkmpnen|kdskmpnen|urskmpnen|kdib|kdlokus|reflokus|nmlokus
2026|01|527713|015|08|WA|4719|EBA|07|56|2|004|100| A|Survei Kepuasan Pengguna Layanan|00||0|0
2026|01|527713|015|08|WA|4719|EBC|07|56|2|001|100|XC|Penyelenggaraan Capacity Building|00||0|0
2026|01|528722|015|08|CD|6212|BMB|33|51|2|001|100| A|Profiling UMKM|00||0|0
2026|01|528722|015|08|CD|6212|FAC|33|51|2|001|100| A|Training Modul Aplikasi SAKTI|00||0|0
2026|01|528722|015|08|CD|6212|FAC|33|51|2|001|100| B|FGD dan Bimtek Transfer Keuangan Daerah|00||0|0
2026|01|528722|015|08|CD|6212|FAH|33|51|2|001|100| A|TANPA SUB KOMPONEN|00||0|0
2026|01|528722|015|08|CD|6212|FAL|33|51|2|004|100| A|Konsultasi|00||0|0
2026|01|528722|015|08|CD|6212|FAL|33|51|2|004|100| B|Sosialisasi dan Bimbingan Teknis|00||0|0
2026|01|528722|015|08|CD|6212|FAL|33|51|2|004|100| D|Pembinaan Pemda, TKD, dan Penandatanganan BAR|00||0|0
2026|01|528722|015|08|CD|6213|FAC|33|51|2|001|100| A|Pembinaan Jabatan Fungsional Perbendaharaan|00||0|0
2026|01|528722|015|08|CD|6213|FAE|33|51|2|009|100| A|Monev Penyaluran Pembiayaan Ultra Mikro|00||0|0
2026|01|528722|015|08|CD|6213|FAL|33|51|2|003|100| A|Monev Pelaksanaan Anggaran|00||0|0
2026|01|528722|015|08|CD|6214|FAL|33|51|2|002|100| A|Pelaksanaan Pencairan/Penarikan/Pengesahan Dana|00||0|0
2026|01|528722|015|08|CD|6214|FAL|33|51|2|002|100| B|Penerbitan/Persetujuan/Rekonsiliasi Rekening/SKPP/Konfirmasi Penerimaan Negara, dll|00||0|0
2026|01|528722|015|08|CD|6215|FAH|33|51|2|003|100| A|Penyusunan Laporan Keuangan Tingkat Kuasa BUN di Daerah|00||0|0
